Nombre,Total ($),Cantidad
Limonada vaso,19600,4
Pizza Grande Pepperoni,13500,1
RAVIOLES calabaza preparados,13400,2
TALLARINES Espinaca Preparados,9400,2
TALLARINES 2DO AL 15%OFF,8695,1
ENSALADA DE FRUTA,8600,2
SORRENTINO JYQ Preparados,8100,1
ÑOQUIS Papa Preparado,5900,1
"Gaseosa 1,5",5300,1
CAFE EXTRA GRANDE,3100,1
Café chico PB,2100,1
MEDIALUNA,650,1
